number,Type,Date,Time,num_Sats,HDOP,Lat,Lon,Notes
#1109,71899,12/18/2009,10:38:08 p.m.,5,2,-12.10114,-141.95259,Fix
#1226,71899,1/2/2010,12:18:40 p.m.,7,15,-12.10114,-141.95266,Fix
#1248,71899,1/5/2010,6:05:56 a.m.,4,2,-12.10114,-141.95254,Fix
#1335,71899,1/16/2010,2:23:38 a.m.,6,1,-12.10114,-141.95326,Fix
#1423,71899,1/27/2010,1:37:38 a.m.,5,2,-12.10114,-141.95345,Fix
#1426,71899,1/27/2010,10:34:56 a.m.,6,3,-12.10114,-141.95334,Fix
#1627,71899,2/21/2010,11:13:56 a.m.,6,1,-12.10114,-141.95334,Fix
#1649,71899,2/24/2010,5:03:51 a.m.,5,1,-12.10114,-141.95325,Fix
#1692,71899,3/1/2010,1:30:39 p.m.,6,2,-12.10114,-141.95334,Fix
#1083,71899,12/15/2009,4:55:38 p.m.,6,5,-12.10113,-141.95266,Fix
#1193,71899,12/29/2009,9:40:21 a.m.,4,2,-12.10113,-141.95262,Fix
#1271,71899,1/8/2010,2:55:56 a.m.,5,1,-12.10113,-141.95342,Fix
#1326,71899,1/14/2010,11:28:56 p.m.,6,1,-12.10113,-141.95263,Fix
#1413,71899,1/25/2010,7:44:39 p.m.,4,2,-12.10113,-141.9533,Fix
#1490,71899,2/4/2010,9:45:38 a.m.,8,1,-12.10113,-141.95276,Fix
#1517,71899,2/7/2010,6:33:56 p.m.,6,1,-12.10113,-141.95335,Fix
#1665,71899,2/26/2010,4:49:02 a.m.,4,1,-12.10113,-141.95326,Fix
#1709,71899,3/3/2010,4:15:40 p.m.,4,1,-12.10113,-141.95314,Fix
#1757,71899,3/9/2010,3:43:38 p.m.,5,1,-12.10113,-141.95329,Fix
#1058,71899,12/12/2009,2:11:41 p.m.,6,1,-12.10112,-141.95267,Fix
#1180,71899,12/27/2009,6:47:39 p.m.,8,1,-12.10112,-141.95256,Fix
#1187,71899,12/28/2009,3:42:38 p.m.,6,1,-12.10112,-141.95265,Fix
#1286,71899,1/9/2010,11:48:32 p.m.,4,2,-12.10112,-141.95283,Fix
#1302,71899,1/11/2010,11:40:38 p.m.,5,1,-12.10112,-141.9525,Fix
#1524,71899,2/8/2010,3:26:02 p.m.,6,2,-12.10112,-141.9532,Fix
#1585,71899,2/16/2010,5:45:02 a.m.,5,1,-12.10112,-141.95324,Fix
#1604,71899,2/18/2010,2:31:44 p.m.,4,4,-12.10112,-141.95316,Fix
#1246,71899,1/5/2010,12:07:38 a.m.,6,1,-12.10111,-141.95254,Fix
#1281,71899,1/9/2010,8:49:38 a.m.,4,3,-12.10111,-141.95258,Fix
#1323,71899,1/14/2010,2:29:38 p.m.,4,2,-12.10111,-141.95324,Fix
#1332,71899,1/15/2010,5:25:56 p.m.,6,2,-12.10111,-141.9534,Fix
#1336,71899,1/16/2010,5:22:38 a.m.,5,1,-12.10111,-141.95262,Fix
#1380,71899,1/21/2010,4:58:52 p.m.,5,2,-12.10111,-141.95329,Fix
#1542,71899,2/10/2010,9:13:57 p.m.,4,1,-12.10111,-141.95315,Fix
#1577,71899,2/15/2010,5:48:09 a.m.,5,2,-12.10111,-141.95326,Fix
#1606,71899,2/18/2010,8:33:56 p.m.,6,3,-12.10111,-141.9533,Fix
#1654,71899,2/24/2010,7:57:39 p.m.,5,3,-12.10111,-141.9535,Fix
#1670,71899,2/26/2010,7:46:57 p.m.,7,1,-12.10111,-141.95266,Fix
#1106,71899,12/18/2009,1:39:08 p.m.,6,1,-12.1011,-141.95247,Fix
#1189,71899,12/28/2009,9:42:57 p.m.,5,1,-12.1011,-141.9527,Fix
#1258,71899,1/6/2010,12:02:38 p.m.,5,1,-12.1011,-141.95272,Fix
#1373,71899,1/20/2010,8:03:32 p.m.,4,2,-12.1011,-141.95317,Fix
#1509,71899,2/6/2010,6:34:38 p.m.,6,1,-12.1011,-141.95329,Fix
#1605,71899,2/18/2010,5:31:38 p.m.,4,1,-12.1011,-141.95337,Fix
#1626,71899,2/21/2010,8:15:09 a.m.,6,1,-12.1011,-141.95325,Fix
#1646,71899,2/23/2010,8:04:38 p.m.,4,3,-12.1011,-141.95337,Fix
#1713,71899,3/4/2010,4:13:02 a.m.,4,1,-12.1011,-141.95341,Fix
#1726,71899,3/5/2010,7:05:39 p.m.,6,2,-12.1011,-141.9529,Fix
#1735,71899,3/6/2010,10:02:56 p.m.,5,1,-12.1011,-141.95336,Fix
#1779,71899,3/12/2010,9:26:08 a.m.,6,1,-12.1011,-141.95335,Fix
#1029,71899,12/8/2009,11:33:26 p.m.,5,1,-12.10109,-141.95414,Fix
#1086,71899,12/16/2009,1:54:38 a.m.,8,1,-12.10109,-141.9525,Fix
#1242,71899,1/4/2010,12:08:38 p.m.,7,1,-12.10109,-141.95269,Fix
#1285,71899,1/9/2010,8:48:38 p.m.,6,1,-12.10109,-141.95223,Fix
#1383,71899,1/22/2010,1:57:38 a.m.,5,1,-12.10109,-141.95329,Fix
#1388,71899,1/22/2010,4:56:41 p.m.,5,3,-12.10109,-141.95336,Fix
#1420,71899,1/26/2010,4:39:50 p.m.,6,1,-12.10109,-141.95331,Fix
#1679,71899,2/27/2010,10:42:47 p.m.,6,1,-12.10109,-141.95326,Fix
#1731,71899,3/6/2010,10:03:39 a.m.,7,1,-12.10109,-141.95324,Fix
#1760,71899,3/10/2010,12:44:03 a.m.,5,1,-12.10109,-141.95313,Fix
#1278,71899,1/8/2010,11:50:38 p.m.,5,1,-12.10108,-141.95247,Fix
#1379,71899,1/21/2010,1:58:38 p.m.,5,2,-12.10108,-141.95311,Fix
#1385,71899,1/22/2010,7:57:39 a.m.,5,2,-12.10108,-141.95331,Fix
#1431,71899,1/28/2010,1:32:40 a.m.,6,2,-12.10108,-141.95271,Fix
#1500,71899,2/5/2010,3:39:39 p.m.,6,2,-12.10108,-141.95322,Fix
#1552,71899,2/12/2010,3:06:56 a.m.,5,1,-12.10108,-141.95323,Fix
#1575,71899,2/14/2010,11:49:38 p.m.,5,1,-12.10108,-141.95329,Fix
#1586,71899,2/16/2010,8:42:38 a.m.,6,1,-12.10108,-141.95329,Fix
#1683,71899,2/28/2010,10:36:38 a.m.,6,1,-12.10108,-141.9532,Fix
#1748,71899,3/8/2010,12:52:03 p.m.,4,2,-12.10108,-141.95326,Fix
#1084,71899,12/15/2009,7:55:39 p.m.,7,1,-12.10107,-141.95256,Fix
#1129,71899,12/21/2009,10:23:04 a.m.,6,1,-12.10107,-141.95245,Fix
#1132,71899,12/21/2009,7:20:40 p.m.,7,1,-12.10107,-141.95249,Fix
#1290,71899,1/10/2010,11:46:38 a.m.,5,5,-12.10107,-141.95259,Fix
#1473,71899,2/2/2010,6:56:02 a.m.,5,2,-12.10107,-141.95324,Fix
#1499,71899,2/5/2010,12:39:38 p.m.,7,1,-12.10107,-141.95312,Fix
#1513,71899,2/7/2010,6:33:08 a.m.,5,1,-12.10107,-141.95326,Fix
#1613,71899,2/19/2010,5:25:02 p.m.,6,1,-12.10107,-141.95322,Fix
#1629,71899,2/21/2010,5:15:02 p.m.,5,1,-12.10107,-141.95323,Fix
#1708,71899,3/3/2010,1:16:56 p.m.,5,2,-12.10107,-141.95335,Fix
#1252,71899,1/5/2010,6:04:56 p.m.,6,2,-12.10106,-141.95254,Fix
#1295,71899,1/11/2010,2:43:39 a.m.,5,1,-12.10106,-141.95314,Fix
#1327,71899,1/15/2010,2:28:39 a.m.,5,1,-12.10106,-141.95249,Fix
#1342,71899,1/16/2010,11:19:56 p.m.,3,1,-12.10106,-141.95331,Fix
#1375,71899,1/21/2010,2:02:58 a.m.,5,2,-12.10106,-141.95243,Fix
#1504,71899,2/6/2010,3:36:38 a.m.,4,3,-12.10106,-141.95332,Fix
#1541,71899,2/10/2010,6:15:56 p.m.,6,3,-12.10106,-141.95323,Fix
#1578,71899,2/15/2010,8:47:39 a.m.,8,1,-12.10106,-141.95325,Fix
#1638,71899,2/22/2010,8:09:27 p.m.,5,3,-12.10106,-141.95324,Fix
#1689,71899,3/1/2010,4:34:38 a.m.,6,1,-12.10106,-141.95327,Fix
#1354,71899,1/18/2010,11:13:38 a.m.,5,1,-12.10105,-141.95332,Fix
#1478,71899,2/2/2010,9:52:38 p.m.,5,1,-12.10105,-141.95335,Fix
#1555,71899,2/12/2010,12:05:08 p.m.,5,1,-12.10105,-141.95324,Fix
#1673,71899,2/27/2010,4:43:39 a.m.,5,1,-12.10105,-141.95319,Fix
#1730,71899,3/6/2010,7:04:02 a.m.,5,1,-12.10105,-141.95312,Fix
#1776,71899,3/12/2010,12:28:39 a.m.,5,1,-12.10105,-141.95318,Fix
#1022,71899,12/8/2009,2:38:09 a.m.,5,2,-12.10104,-141.95383,Fix
#1023,71899,12/8/2009,5:36:38 a.m.,6,1,-12.10104,-141.95393,Fix
#1288,71899,1/10/2010,5:47:38 a.m.,5,1,-12.10104,-141.95337,Fix
#1297,71899,1/11/2010,8:43:38 a.m.,5,1,-12.10104,-141.9525,Fix
#1390,71899,1/22/2010,10:57:26 p.m.,4,3,-12.10104,-141.95326,Fix
#1587,71899,2/16/2010,11:43:57 a.m.,4,2,-12.10104,-141.95335,Fix
#1589,71899,2/16/2010,5:41:39 p.m.,4,1,-12.10104,-141.95329,Fix
#1595,71899,2/17/2010,11:37:38 a.m.,4,3,-12.10104,-141.95315,Fix
#1628,71899,2/21/2010,2:13:38 p.m.,5,2,-12.10104,-141.95327,Fix
#1717,71899,3/4/2010,4:11:51 p.m.,5,1,-12.10104,-141.95333,Fix
#1442,71899,1/29/2010,10:22:08 a.m.,5,2,-12.10103,-141.95327,Fix
#1455,71899,1/31/2010,1:10:52 a.m.,4,1,-12.10103,-141.95322,Fix
#1573,71899,2/14/2010,5:50:39 p.m.,4,3,-12.10103,-141.95346,Fix
#1612,71899,2/19/2010,2:25:38 p.m.,7,1,-12.10103,-141.9532,Fix
#1634,71899,2/22/2010,8:10:38 a.m.,6,1,-12.10103,-141.95332,Fix
#1652,71899,2/24/2010,1:58:38 p.m.,6,2,-12.10103,-141.9533,Fix
#1659,71899,2/25/2010,10:54:10 a.m.,5,2,-12.10103,-141.95327,Fix
#1662,71899,2/25/2010,7:50:40 p.m.,5,1,-12.10103,-141.95316,Fix
#1686,71899,2/28/2010,7:35:08 p.m.,4,8,-12.10103,-141.9533,Fix
#1693,71899,3/1/2010,4:30:53 p.m.,7,1,-12.10103,-141.95327,Fix
#1369,71899,1/20/2010,8:06:56 a.m.,4,1,-12.10102,-141.95325,Fix
#1370,71899,1/20/2010,11:05:38 a.m.,5,2,-12.10102,-141.95325,Fix
#1412,71899,1/25/2010,4:44:32 p.m.,6,1,-12.10102,-141.95321,Fix
#1488,71899,2/4/2010,3:47:09 a.m.,5,2,-12.10102,-141.95318,Fix
#1497,71899,2/5/2010,6:40:39 a.m.,5,1,-12.10102,-141.95321,Fix
#1506,71899,2/6/2010,9:35:56 a.m.,5,2,-12.10102,-141.95316,Fix
#1507,71899,2/6/2010,12:35:38 p.m.,5,2,-12.10102,-141.9533,Fix
#1522,71899,2/8/2010,9:27:08 a.m.,5,1,-12.10102,-141.95328,Fix
#1630,71899,2/21/2010,8:13:39 p.m.,4,1,-12.10102,-141.95322,Fix
#1212,71899,12/31/2009,6:29:39 p.m.,8,2,-12.10101,-141.95264,Fix
#1227,71899,1/2/2010,3:18:38 p.m.,7,1,-12.10101,-141.95262,Fix
#1287,71899,1/10/2010,2:48:41 a.m.,6,1,-12.10101,-141.95257,Fix
#1459,71899,1/31/2010,1:08:09 p.m.,2,0,-12.10101,-141.95377,Fix
#1538,71899,2/10/2010,9:15:39 a.m.,5,1,-12.10101,-141.95316,Fix
#1582,71899,2/15/2010,8:45:38 p.m.,6,1,-12.10101,-141.95325,Fix
#1619,71899,2/20/2010,11:19:57 a.m.,5,2,-12.10101,-141.95318,Fix
#1694,71899,3/1/2010,7:29:57 p.m.,6,1,-12.10101,-141.95314,Fix
#1759,71899,3/9/2010,9:44:08 p.m.,5,1,-12.10101,-141.95327,Fix
#1764,71899,3/10/2010,12:40:08 p.m.,7,1,-12.10101,-141.95332,Fix
#1260,71899,1/6/2010,6:01:39 p.m.,8,1,-12.101,-141.95256,Fix
#1345,71899,1/17/2010,8:17:37 a.m.,5,3,-12.101,-141.95264,Fix
#1393,71899,1/23/2010,7:56:38 a.m.,5,1,-12.101,-141.95323,Fix
#1467,71899,2/1/2010,1:00:57 p.m.,6,1,-12.101,-141.9535,Fix
#1487,71899,2/4/2010,12:46:41 a.m.,5,1,-12.101,-141.95311,Fix
#1523,71899,2/8/2010,12:26:08 p.m.,6,1,-12.101,-141.95328,Fix
#1545,71899,2/11/2010,6:11:52 a.m.,5,2,-12.101,-141.95317,Fix
#1766,71899,3/10/2010,6:37:38 p.m.,5,1,-12.101,-141.95322,Fix
#1769,71899,3/11/2010,3:35:50 a.m.,5,1,-12.101,-141.95339,Fix
#1103,71899,12/18/2009,4:40:08 a.m.,5,1,-12.10099,-141.95318,Fix
#1315,71899,1/13/2010,2:34:26 p.m.,7,2,-12.10099,-141.95307,Fix
#1351,71899,1/18/2010,2:15:22 a.m.,5,1,-12.10099,-141.95339,Fix
#1355,71899,1/18/2010,2:13:56 p.m.,5,1,-12.10099,-141.95324,Fix
#1382,71899,1/21/2010,10:57:38 p.m.,4,3,-12.10099,-141.95321,Fix
#1397,71899,1/23/2010,7:55:32 p.m.,5,2,-12.10099,-141.95334,Fix
#1503,71899,2/6/2010,12:38:10 a.m.,5,1,-12.10099,-141.95335,Fix
#1597,71899,2/17/2010,5:38:39 p.m.,5,2,-12.10099,-141.95332,Fix
#1782,71899,3/12/2010,6:25:09 p.m.,5,1,-12.10099,-141.95317,Fix
#1783,71899,3/12/2010,9:23:38 p.m.,4,1,-12.10099,-141.95329,Fix
#1217,71899,1/1/2010,9:27:03 a.m.,6,3,-12.10098,-141.95258,Fix
#1220,71899,1/1/2010,6:24:20 p.m.,5,2,-12.10098,-141.95246,Fix
#1454,71899,1/30/2010,10:11:08 p.m.,5,3,-12.10098,-141.95337,Fix
#1508,71899,2/6/2010,3:34:38 p.m.,6,2,-12.10098,-141.95321,Fix
#1532,71899,2/9/2010,3:19:38 p.m.,5,1,-12.10098,-141.95338,Fix
#1567,71899,2/13/2010,11:53:56 p.m.,6,1,-12.10098,-141.95323,Fix
#1672,71899,2/27/2010,1:45:08 a.m.,3,15,-12.10098,-141.95342,Fix
#1728,71899,3/6/2010,1:05:10 a.m.,5,1,-12.10098,-141.95322,Fix
#1750,71899,3/8/2010,6:51:42 p.m.,4,1,-12.10098,-141.95327,Fix
#1395,71899,1/23/2010,1:54:38 p.m.,6,1,-12.10097,-141.95331,Fix
#1429,71899,1/27/2010,7:35:09 p.m.,7,2,-12.10097,-141.9532,Fix
#1580,71899,2/15/2010,2:47:02 p.m.,4,3,-12.10097,-141.95335,Fix
#1611,71899,2/19/2010,11:26:40 a.m.,4,1,-12.10097,-141.95341,Fix
#1792,71899,3/14/2010,12:18:56 a.m.,6,1,-12.10097,-141.95331,Fix
#1245,71899,1/4/2010,9:08:09 p.m.,5,2,-12.10096,-141.95255,Fix
#1563,71899,2/13/2010,11:57:08 a.m.,4,3,-12.10096,-141.95307,Fix
#1640,71899,2/23/2010,2:09:02 a.m.,5,1,-12.10096,-141.95333,Fix
#1666,71899,2/26/2010,7:48:56 a.m.,5,1,-12.10096,-141.95327,Fix
#1723,71899,3/5/2010,10:05:38 a.m.,4,1,-12.10096,-141.95327,Fix
#1749,71899,3/8/2010,3:50:57 p.m.,3,3,-12.10096,-141.95335,Fix
#1791,71899,3/13/2010,9:18:38 p.m.,5,1,-12.10096,-141.95334,Fix
#1644,71899,2/23/2010,2:05:03 p.m.,6,2,-12.10095,-141.95316,Fix
#1660,71899,2/25/2010,1:51:40 p.m.,6,5,-12.10095,-141.95319,Fix
#1758,71899,3/9/2010,6:45:08 p.m.,5,2,-12.10095,-141.95306,Fix
#1124,71899,12/20/2009,7:26:39 p.m.,6,1,-12.10094,-141.95244,Fix
#1498,71899,2/5/2010,9:40:38 a.m.,7,1,-12.10094,-141.95329,Fix
#1598,71899,2/17/2010,8:38:26 p.m.,5,1,-12.10094,-141.9532,Fix
#1661,71899,2/25/2010,4:51:08 p.m.,5,1,-12.10094,-141.95335,Fix
#1702,71899,3/2/2010,7:24:32 p.m.,6,3,-12.10094,-141.95335,Fix
#1231,71899,1/3/2010,3:16:53 a.m.,5,1,-12.10093,-141.95253,Fix
#1438,71899,1/28/2010,10:26:02 p.m.,4,2,-12.10093,-141.95318,Fix
#1493,71899,2/4/2010,6:44:40 p.m.,5,2,-12.10093,-141.95345,Fix
#1533,71899,2/9/2010,6:20:08 p.m.,4,2,-12.10093,-141.95325,Fix
#1566,71899,2/13/2010,8:54:38 p.m.,5,2,-12.10093,-141.95317,Fix
#1780,71899,3/12/2010,12:25:38 p.m.,5,1,-12.10093,-141.95311,Fix
#1114,71899,12/19/2009,1:33:56 p.m.,5,1,-12.10092,-141.95246,Fix
#1296,71899,1/11/2010,5:43:51 a.m.,4,4,-12.10092,-141.9524,Fix
#1475,71899,2/2/2010,12:54:38 p.m.,5,1,-12.10092,-141.95328,Fix
#1579,71899,2/15/2010,11:47:39 a.m.,6,2,-12.10092,-141.95335,Fix
#1581,71899,2/15/2010,5:46:39 p.m.,4,3,-12.10092,-141.95391,Fix
#1736,71899,3/7/2010,1:02:08 a.m.,5,1,-12.10092,-141.9534,Fix
#1365,71899,1/19/2010,8:09:08 p.m.,5,2,-12.10091,-141.953,Fix
#1387,71899,1/22/2010,1:56:38 p.m.,5,2,-12.10091,-141.95352,Fix
#1486,71899,2/3/2010,9:46:38 p.m.,5,1,-12.10091,-141.95318,Fix
#1593,71899,2/17/2010,5:39:15 a.m.,5,1,-12.10091,-141.95332,Fix
#1790,71899,3/13/2010,6:19:41 p.m.,5,1,-12.10091,-141.95339,Fix
#1485,71899,2/3/2010,6:48:44 p.m.,4,1,-12.1009,-141.95322,Fix
#1407,71899,1/25/2010,1:47:32 a.m.,4,2,-12.10089,-141.95316,Fix
#1564,71899,2/13/2010,2:56:09 p.m.,5,1,-12.10089,-141.95337,Fix
#1389,71899,1/22/2010,7:57:02 p.m.,4,2,-12.10088,-141.95332,Fix
#1422,71899,1/26/2010,10:38:08 p.m.,5,2,-12.10088,-141.95348,Fix
#1550,71899,2/11/2010,9:06:38 p.m.,3,2,-12.10088,-141.95333,Fix
#1733,71899,3/6/2010,4:03:09 p.m.,6,2,-12.10088,-141.95346,Fix
#1172,71899,12/26/2009,6:53:50 p.m.,5,1,-12.10087,-141.95257,Fix
#1384,71899,1/22/2010,4:59:32 a.m.,4,3,-12.10087,-141.95288,Fix
#1402,71899,1/24/2010,10:49:38 a.m.,5,3,-12.10087,-141.95323,Fix
#1594,71899,2/17/2010,8:38:08 a.m.,4,2,-12.10087,-141.95307,Fix
#1701,71899,3/2/2010,4:23:09 p.m.,5,1,-12.10087,-141.95346,Fix
#1725,71899,3/5/2010,4:05:38 p.m.,5,2,-12.10087,-141.95342,Fix
#1116,71899,12/19/2009,7:32:44 p.m.,6,1,-12.10086,-141.95238,Fix
#1378,71899,1/21/2010,11:00:08 a.m.,5,2,-12.10086,-141.95312,Fix
#1121,71899,12/20/2009,10:29:10 a.m.,6,2,-12.10085,-141.95247,Fix
#1170,71899,12/26/2009,12:53:42 p.m.,6,1,-12.10085,-141.9525,Fix
#1371,71899,1/20/2010,2:05:39 p.m.,6,1,-12.10085,-141.9533,Fix
#1496,71899,2/5/2010,3:41:38 a.m.,4,3,-12.10085,-141.95286,Fix
#1639,71899,2/22/2010,11:10:09 p.m.,6,1,-12.10085,-141.95341,Fix
#1722,71899,3/5/2010,7:06:38 a.m.,5,1,-12.10085,-141.95342,Fix
#1381,71899,1/21/2010,7:59:02 p.m.,5,1,-12.10084,-141.95346,Fix
#1576,71899,2/15/2010,2:48:38 a.m.,5,1,-12.10084,-141.95323,Fix
#1637,71899,2/22/2010,5:09:09 p.m.,3,1,-12.10084,-141.95344,Fix
#1167,71899,12/26/2009,3:55:40 a.m.,4,1,-12.10083,-141.9527,Fix
#1394,71899,1/23/2010,10:54:56 a.m.,4,2,-12.10083,-141.9533,Fix
#1511,71899,2/7/2010,12:35:10 a.m.,4,1,-12.10083,-141.95333,Fix
#1122,71899,12/20/2009,1:27:39 p.m.,7,1,-12.10082,-141.9524,Fix
#1164,71899,12/25/2009,6:58:09 p.m.,7,1,-12.10082,-141.95254,Fix
#1185,71899,12/28/2009,9:44:06 a.m.,5,15,-12.10082,-141.95267,Fix
#1527,71899,2/9/2010,12:24:38 a.m.,5,2,-12.10082,-141.95297,Fix
#1171,71899,12/26/2009,3:53:38 p.m.,5,1,-12.10081,-141.95255,Fix
#1789,71899,3/13/2010,3:19:38 p.m.,5,1,-12.1008,-141.95344,Fix
#1123,71899,12/20/2009,4:27:09 p.m.,4,2,-12.10079,-141.95254,Fix
#1168,71899,12/26/2009,6:54:56 a.m.,4,2,-12.10079,-141.95254,Fix
#1162,71899,12/25/2009,12:58:38 p.m.,5,2,-12.10076,-141.95259,Fix
#1207,71899,12/31/2009,3:33:38 a.m.,4,1,-12.10076,-141.95254,Fix
#1484,71899,2/3/2010,3:47:38 p.m.,5,2,-12.10076,-141.95311,Fix
#1060,71899,12/12/2009,8:10:39 p.m.,5,1,-12.10075,-141.95248,Fix
#1317,71899,1/13/2010,8:32:44 p.m.,4,3,-12.10075,-141.95232,Fix
#1163,71899,12/25/2009,3:59:08 p.m.,6,1,-12.10074,-141.95263,Fix
#1414,71899,1/25/2010,10:43:50 p.m.,5,1,-12.10073,-141.9532,Fix
#1040,71899,12/10/2009,8:23:38 a.m.,4,2,-12.10072,-141.95245,Fix
#1158,71899,12/25/2009,1:02:09 a.m.,5,1,-12.1007,-141.95257,Fix
#1219,71899,1/1/2010,3:24:38 p.m.,6,1,-12.1007,-141.9525,Fix
#1415,71899,1/26/2010,1:43:16 a.m.,4,1,-12.1007,-141.95334,Fix
#1159,71899,12/25/2009,4:00:56 a.m.,5,1,-12.10068,-141.95257,Fix
#1540,71899,2/10/2010,3:15:33 p.m.,5,3,-12.10068,-141.95373,Fix
#1451,71899,1/30/2010,1:13:38 p.m.,5,1,-12.10067,-141.95377,Fix
#1115,71899,12/19/2009,4:33:57 p.m.,4,2,-12.10065,-141.95245,Fix
#1590,71899,2/16/2010,8:40:08 p.m.,4,4,-12.10055,-141.95349,Fix
#1061,71899,12/12/2009,11:10:57 p.m.,6,1,-12.10051,-141.95252,Fix
#1452,71899,1/30/2010,4:12:44 p.m.,5,4,-12.10041,-141.95305,Fix
#1206,71899,12/31/2009,12:32:56 a.m.,4,2,-12.10034,-141.95278,Fix
#1727,71899,3/5/2010,10:05:38 p.m.,5,3,-12.1002,-141.95308,Fix
#27,71899,25/00/2008,11:16:18 p.m.,14,9,0.83073,-160.4032,Fix
#71,71899,8/00/2010,8:32:44 p.m.,8,7,4.97118,-20.14208,Fix
#64,71899,2/7/2010,5:22:01 p.m.,2,7,5.29522,-214.40777,Fix
#21,71899,12/5/2010,1:02:11 a.m.,11,0,8.88884,-42.93407,Fix
#15,71899,2/2/2010,1:36:42 a.m.,9,7,49.97453,-26.39877,Fix
#53,71899,2/5/2010,4:33:48 p.m.,12,2,63.94476,-46.56341,Fix
#78,71899,6/00/2008,10:06:33 a.m.,0,4,75.03873,-205.04205,Fix
#3,71899,1/2/2010,10:62:08 p.m.,0,10,84.27858,-126.72559,Fix
#28,71899,28/00/2008,1:17:08 p.m.,9,11,89.20841,-1.68502,Fix
#20,71899,9/17/2010,5:58:44 p.m.,15,0,92.11941,-39.73952,Fix
#32,71899,12/26/2010,9:29:12 p.m.,0,8,95.80653,-42.23568,Fix
#54,71899,4/28/2008,4:54:44 a.m.,12,10,106.87874,-85.67856,Fix
#69,71899,12/14/2008,8:50:13 p.m.,6,4,126.36936,-207.1736,Fix
#26,71899,12/5/2008,12:10:34 a.m.,0,0,142.55178,-169.59936,Fix
#36,71899,22/00/2011,9:57:02 p.m.,3,4,147.5316,-10.8546,Fix
#41,71899,11/25/2008,8:11:34 a.m.,5,10,155.00456,-47.20174,Fix